root,verb_form,verb_form_label,pattern,nuance_korean,arabic_word,meaning_korean,verified
خ-ت-ل,2,2형,فَعَّلَ,사동/강조,خَتَّلَ,,Y
خ-ت-ل,3,3형,فَاعَلَ,상호동작,خَاتَلَ,,Y
خ-ت-ل,4,4형,أَفْعَلَ,사역형,أَخْتَلَ,,Y
خ-ت-ل,5,5형,تَفَعَّلَ,재귀(2형),تَخَتَّلَ,,Y
خ-ت-ل,6,6형,تَفَاعَلَ,상호재귀,تَخَاتَلَ,,Y
خ-ت-ل,7,7형,اِنْفَعَلَ,수동형,اِنْخَتَلَ,,N
خ-ت-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَتَلَ,,Y
خ-ت-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْتَلَ,,N
خ-د-م,1,1형,فَعَلَ,기본형,خَدَمَ,,Y
خ-د-م,2,2형,فَعَّلَ,사동/강조,خَدَّمَ,,Y
خ-د-م,3,3형,فَاعَلَ,상호동작,خَادَمَ,,Y
خ-د-م,4,4형,أَفْعَلَ,사역형,أَخْدَمَ,,Y
خ-د-م,5,5형,تَفَعَّلَ,재귀(2형),تَخَدَّمَ,,Y
خ-د-م,6,6형,تَفَاعَلَ,상호재귀,تَخَادَمَ,,N
خ-د-م,7,7형,اِنْفَعَلَ,수동형,اِنْخَدَمَ,,N
خ-د-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَدَمَ,,N
خ-د-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْدَمَ,,Y
خ-ر-ج,1,1형,فَعَلَ,기본형,خَرَجَ,,Y
خ-ر-ج,2,2형,فَعَّلَ,사동/강조,خَرَّجَ,,Y
خ-ر-ج,3,3형,فَاعَلَ,상호동작,خَارَجَ,,Y
خ-ر-ج,4,4형,أَفْعَلَ,사역형,أَخْرَجَ,,Y
خ-ر-ج,5,5형,تَفَعَّلَ,재귀(2형),تَخَرَّجَ,,Y
خ-ر-ج,6,6형,تَفَاعَلَ,상호재귀,تَخَارَجَ,,Y
خ-ر-ج,7,7형,اِنْفَعَلَ,수동형,اِنْخَرَجَ,,N
خ-ر-ج,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَرَجَ,,N
خ-ر-ج,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْرَجَ,,Y
خ-ص-ص,1,1형,فَعَلَ,기본형,خَصَصَ,,Y
خ-ص-ص,2,2형,فَعَّلَ,사동/강조,خَصَّصَ,,Y
خ-ص-ص,3,3형,فَاعَلَ,상호동작,خَاصَصَ,,N
خ-ص-ص,4,4형,أَفْعَلَ,사역형,أَخْصَصَ,,Y
خ-ص-ص,5,5형,تَفَعَّلَ,재귀(2형),تَخَصَّصَ,,Y
خ-ص-ص,6,6형,تَفَاعَلَ,상호재귀,تَخَاصَصَ,,N
خ-ص-ص,7,7형,اِنْفَعَلَ,수동형,اِنْخَصَصَ,,N
خ-ص-ص,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَصَصَ,,N
خ-ص-ص,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْصَصَ,,N
خ-ض-ر,1,1형,فَعَلَ,기본형,خَضَرَ,,Y
خ-ض-ر,2,2형,فَعَّلَ,사동/강조,خَضَّرَ,,Y
خ-ض-ر,3,3형,فَاعَلَ,상호동작,خَاضَرَ,,N
خ-ض-ر,4,4형,أَفْعَلَ,사역형,أَخْضَرَ,,Y
خ-ض-ر,5,5형,تَفَعَّلَ,재귀(2형),تَخَضَّرَ,,Y
خ-ض-ر,6,6형,تَفَاعَلَ,상호재귀,تَخَاضَرَ,,N
خ-ض-ر,7,7형,اِنْفَعَلَ,수동형,اِنْخَضَرَ,,N
خ-ض-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَضَرَ,,N
خ-ض-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْضَرَ,,N
خ-ط-ر,1,1형,فَعَلَ,기본형,خَطَرَ,,Y
خ-ط-ر,2,2형,فَعَّلَ,사동/강조,خَطَّرَ,,Y
خ-ط-ر,3,3형,فَاعَلَ,상호동작,خَاطَرَ,,Y
خ-ط-ر,4,4형,أَفْعَلَ,사역형,أَخْطَرَ,,Y
خ-ط-ر,5,5형,تَفَعَّلَ,재귀(2형),تَخَطَّرَ,,Y
خ-ط-ر,6,6형,تَفَاعَلَ,상호재귀,تَخَاطَرَ,,Y
خ-ط-ر,7,7형,اِنْفَعَلَ,수동형,اِنْخَطَرَ,,N
خ-ط-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَطَرَ,,N
خ-ط-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْطَرَ,,N
خ-ف-ض,1,1형,فَعَلَ,기본형,خَفَضَ,,Y
خ-ف-ض,2,2형,فَعَّلَ,사동/강조,خَفَّضَ,,Y
خ-ف-ض,3,3형,فَاعَلَ,상호동작,خَافَضَ,,N
خ-ف-ض,4,4형,أَفْعَلَ,사역형,أَخْفَضَ,,Y
خ-ف-ض,5,5형,تَفَعَّلَ,재귀(2형),تَخَفَّضَ,,Y
خ-ف-ض,6,6형,تَفَاعَلَ,상호재귀,تَخَافَضَ,,N
خ-ف-ض,7,7형,اِنْفَعَلَ,수동형,اِنْخَفَضَ,,Y
خ-ف-ض,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَفَضَ,,N
خ-ف-ض,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْفَضَ,,N
خ-ل-ص,1,1형,فَعَلَ,기본형,خَلَصَ,,Y
خ-ل-ص,2,2형,فَعَّلَ,사동/강조,خَلَّصَ,,Y
خ-ل-ص,3,3형,فَاعَلَ,상호동작,خَالَصَ,,Y
خ-ل-ص,4,4형,أَفْعَلَ,사역형,أَخْلَصَ,,Y
خ-ل-ص,5,5형,تَفَعَّلَ,재귀(2형),تَخَلَّصَ,,Y
خ-ل-ص,6,6형,تَفَاعَلَ,상호재귀,تَخَالَصَ,,Y
خ-ل-ص,7,7형,اِنْفَعَلَ,수동형,اِنْخَلَصَ,,N
خ-ل-ص,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَلَصَ,,N
خ-ل-ص,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْلَصَ,,Y
خ-ل-ف,1,1형,فَعَلَ,기본형,خَلَفَ,,Y
خ-ل-ف,2,2형,فَعَّلَ,사동/강조,خَلَّفَ,,Y
خ-ل-ف,3,3형,فَاعَلَ,상호동작,خَالَفَ,,Y
خ-ل-ف,4,4형,أَفْعَلَ,사역형,أَخْلَفَ,,Y
خ-ل-ف,5,5형,تَفَعَّلَ,재귀(2형),تَخَلَّفَ,,Y
خ-ل-ف,6,6형,تَفَاعَلَ,상호재귀,تَخَالَفَ,,Y
خ-ل-ف,7,7형,اِنْفَعَلَ,수동형,اِنْخَلَفَ,,N
خ-ل-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَلَفَ,,Y
خ-ل-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْلَفَ,,Y
خ-م-س,1,1형,فَعَلَ,기본형,خَمَسَ,,Y
خ-م-س,2,2형,فَعَّلَ,사동/강조,خَمَّسَ,,Y
خ-م-س,3,3형,فَاعَلَ,상호동작,خَامَسَ,,Y
خ-م-س,4,4형,أَفْعَلَ,사역형,أَخْمَسَ,,Y
خ-م-س,5,5형,تَفَعَّلَ,재귀(2형),تَخَمَّسَ,,Y
خ-م-س,6,6형,تَفَاعَلَ,상호재귀,تَخَامَسَ,,N
خ-م-س,7,7형,اِنْفَعَلَ,수동형,اِنْخَمَسَ,,N
خ-م-س,8,8형,اِفْتَعَلَ,재귀/중간태,اِخْتَمَسَ,,N
خ-م-س,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَخْمَسَ,,N
د-ء-م,1,1형,فَعَلَ,기본형,دَءَمَ,,N
د-ء-م,2,2형,فَعَّلَ,사동/강조,دَءَّمَ,,N
د-ء-م,3,3형,فَاعَلَ,상호동작,دَاءَمَ,,N
د-ء-م,4,4형,أَفْعَلَ,사역형,أَدْءَمَ,,N
د-ء-م,5,5형,تَفَعَّلَ,재귀(2형),تَدَءَّمَ,,N
د-ء-م,6,6형,تَفَاعَلَ,상호재귀,تَدَاءَمَ,,N
د-ء-م,7,7형,اِنْفَعَلَ,수동형,اِنْدَءَمَ,,N
د-ء-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِدْتَءَمَ,,N
د-ء-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَدْءَمَ,,N
د-ح-ر,1,1형,فَعَلَ,기본형,دَحَرَ,,Y
د-ح-ر,2,2형,فَعَّلَ,사동/강조,دَحَّرَ,,Y
د-ح-ر,3,3형,فَاعَلَ,상호동작,دَاحَرَ,,N
د-ح-ر,4,4형,أَفْعَلَ,사역형,أَدْحَرَ,,Y
د-ح-ر,5,5형,تَفَعَّلَ,재귀(2형),تَدَحَّرَ,,Y
د-ح-ر,6,6형,تَفَاعَلَ,상호재귀,تَدَاحَرَ,,N
د-ح-ر,7,7형,اِنْفَعَلَ,수동형,اِنْدَحَرَ,,N
د-ح-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِدْتَحَرَ,,N
د-ح-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَدْحَرَ,,N
د-خ-ر,1,1형,فَعَلَ,기본형,دَخَرَ,,N
د-خ-ر,2,2형,فَعَّلَ,사동/강조,دَخَّرَ,,N
د-خ-ر,3,3형,فَاعَلَ,상호동작,دَاخَرَ,,N
د-خ-ر,4,4형,أَفْعَلَ,사역형,أَدْخَرَ,,Y
د-خ-ر,5,5형,تَفَعَّلَ,재귀(2형),تَدَخَّرَ,,Y
د-خ-ر,6,6형,تَفَاعَلَ,상호재귀,تَدَاخَرَ,,N
د-خ-ر,7,7형,اِنْفَعَلَ,수동형,اِنْدَخَرَ,,N
د-خ-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِدْتَخَرَ,,N
د-خ-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَدْخَرَ,,N
د-خ-ل,1,1형,فَعَلَ,기본형,دَخَلَ,,Y
د-خ-ل,2,2형,فَعَّلَ,사동/강조,دَخَّلَ,,Y
د-خ-ل,3,3형,فَاعَلَ,상호동작,دَاخَلَ,,Y
د-خ-ل,4,4형,أَفْعَلَ,사역형,أَدْخَلَ,,Y
د-خ-ل,5,5형,تَفَعَّلَ,재귀(2형),تَدَخَّلَ,,Y
د-خ-ل,6,6형,تَفَاعَلَ,상호재귀,تَدَاخَلَ,,Y
د-خ-ل,7,7형,اِنْفَعَلَ,수동형,اِنْدَخَلَ,,N
د-خ-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِدْتَخَلَ,,N
د-خ-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَدْخَلَ,,N
د-ر-ب,1,1형,فَعَلَ,기본형,دَرَبَ,,Y
د-ر-ب,2,2형,فَعَّلَ,사동/강조,دَرَّبَ,,Y
د-ر-ب,3,3형,فَاعَلَ,상호동작,دَارَبَ,,N
د-ر-ب,4,4형,أَفْعَلَ,사역형,أَدْرَبَ,,Y
د-ر-ب,5,5형,تَفَعَّلَ,재귀(2형),تَدَرَّبَ,,Y
د-ر-ب,6,6형,تَفَاعَلَ,상호재귀,تَدَارَبَ,,N
د-ر-ب,7,7형,اِنْفَعَلَ,수동형,اِنْدَرَبَ,,N
د-ر-ب,8,8형,اِفْتَعَلَ,재귀/중간태,اِدْتَرَبَ,,N
د-ر-ب,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَدْرَبَ,,N
د-ر-س,1,1형,فَعَلَ,기본형,دَرَسَ,,Y
د-ر-س,2,2형,فَعَّلَ,사동/강조,دَرَّسَ,,Y
د-ر-س,3,3형,فَاعَلَ,상호동작,دَارَسَ,,Y
د-ر-س,4,4형,أَفْعَلَ,사역형,أَدْرَسَ,,Y
د-ر-س,5,5형,تَفَعَّلَ,재귀(2형),تَدَرَّسَ,,Y
د-ر-س,6,6형,تَفَاعَلَ,상호재귀,تَدَارَسَ,,Y
د-ر-س,7,7형,اِنْفَعَلَ,수동형,اِنْدَرَسَ,,Y
د-ر-س,8,8형,اِفْتَعَلَ,재귀/중간태,اِدْتَرَسَ,,N
د-ر-س,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَدْرَسَ,,N
د-ف-ت,1,1형,فَعَلَ,기본형,دَفَتَ,,Y
د-ف-ت,2,2형,فَعَّلَ,사동/강조,دَفَّتَ,,Y
د-ف-ت,3,3형,فَاعَلَ,상호동작,دَافَتَ,,Y
د-ف-ت,4,4형,أَفْعَلَ,사역형,أَدْفَتَ,,N
د-ف-ت,5,5형,تَفَعَّلَ,재귀(2형),تَدَفَّتَ,,N
د-ف-ت,6,6형,تَفَاعَلَ,상호재귀,تَدَافَتَ,,N
د-ف-ت,7,7형,اِنْفَعَلَ,수동형,اِنْدَفَتَ,,N
د-ف-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِدْتَفَتَ,,N
د-ف-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَدْفَتَ,,N
د-ك-ت,1,1형,فَعَلَ,기본형,دَكَتَ,,Y
د-ك-ت,2,2형,فَعَّلَ,사동/강조,دَكَّتَ,,Y
د-ك-ت,3,3형,فَاعَلَ,상호동작,دَاكَتَ,,N
د-ك-ت,4,4형,أَفْعَلَ,사역형,أَدْكَتَ,,N
د-ك-ت,5,5형,تَفَعَّلَ,재귀(2형),تَدَكَّتَ,,N
د-ك-ت,6,6형,تَفَاعَلَ,상호재귀,تَدَاكَتَ,,N
د-ك-ت,7,7형,اِنْفَعَلَ,수동형,اِنْدَكَتَ,,Y
د-ك-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِدْتَكَتَ,,N
د-ك-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَدْكَتَ,,N
ذ-ك-ر,1,1형,فَعَلَ,기본형,ذَكَرَ,,Y
ذ-ك-ر,2,2형,فَعَّلَ,사동/강조,ذَكَّرَ,,Y
ذ-ك-ر,3,3형,فَاعَلَ,상호동작,ذَاكَرَ,,Y
ذ-ك-ر,4,4형,أَفْعَلَ,사역형,أَذْكَرَ,,Y
ذ-ك-ر,5,5형,تَفَعَّلَ,재귀(2형),تَذَكَّرَ,,Y
ذ-ك-ر,6,6형,تَفَاعَلَ,상호재귀,تَذَاكَرَ,,Y
ذ-ك-ر,7,7형,اِنْفَعَلَ,수동형,اِنْذَكَرَ,,N
ذ-ك-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِذْتَكَرَ,,N
ذ-ك-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَذْكَرَ,,Y
ذ-ه-ب,1,1형,فَعَلَ,기본형,ذَهَبَ,,Y
ذ-ه-ب,2,2형,فَعَّلَ,사동/강조,ذَهَّبَ,,Y
ذ-ه-ب,3,3형,فَاعَلَ,상호동작,ذَاهَبَ,,Y
ذ-ه-ب,4,4형,أَفْعَلَ,사역형,أَذْهَبَ,,Y
ذ-ه-ب,5,5형,تَفَعَّلَ,재귀(2형),تَذَهَّبَ,,Y
ذ-ه-ب,6,6형,تَفَاعَلَ,상호재귀,تَذَاهَبَ,,N
ذ-ه-ب,7,7형,اِنْفَعَلَ,수동형,اِنْذَهَبَ,,N
ذ-ه-ب,8,8형,اِفْتَعَلَ,재귀/중간태,اِذْتَهَبَ,,N
ذ-ه-ب,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَذْهَبَ,,N
ر-ء-س,1,1형,فَعَلَ,기본형,رَءَسَ,,N
ر-ء-س,2,2형,فَعَّلَ,사동/강조,رَءَّسَ,,N
ر-ء-س,3,3형,فَاعَلَ,상호동작,رَاءَسَ,,N
ر-ء-س,4,4형,أَفْعَلَ,사역형,أَرْءَسَ,,N
ر-ء-س,5,5형,تَفَعَّلَ,재귀(2형),تَرَءَّسَ,,N
ر-ء-س,6,6형,تَفَاعَلَ,상호재귀,تَرَاءَسَ,,N
ر-ء-س,7,7형,اِنْفَعَلَ,수동형,اِنْرَءَسَ,,N
ر-ء-س,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَءَسَ,,N
ر-ء-س,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْءَسَ,,N
ر-ب-ط,1,1형,فَعَلَ,기본형,رَبَطَ,,Y
ر-ب-ط,2,2형,فَعَّلَ,사동/강조,رَبَّطَ,,Y
ر-ب-ط,3,3형,فَاعَلَ,상호동작,رَابَطَ,,Y
ر-ب-ط,4,4형,أَفْعَلَ,사역형,أَرْبَطَ,,Y
ر-ب-ط,5,5형,تَفَعَّلَ,재귀(2형),تَرَبَّطَ,,Y
ر-ب-ط,6,6형,تَفَاعَلَ,상호재귀,تَرَابَطَ,,Y
ر-ب-ط,7,7형,اِنْفَعَلَ,수동형,اِنْرَبَطَ,,N
ر-ب-ط,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَبَطَ,,Y
ر-ب-ط,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْبَطَ,,N
ر-ب-ع,1,1형,فَعَلَ,기본형,رَبَعَ,,Y
ر-ب-ع,2,2형,فَعَّلَ,사동/강조,رَبَّعَ,,Y
ر-ب-ع,3,3형,فَاعَلَ,상호동작,رَابَعَ,,Y
ر-ب-ع,4,4형,أَفْعَلَ,사역형,أَرْبَعَ,,Y
ر-ب-ع,5,5형,تَفَعَّلَ,재귀(2형),تَرَبَّعَ,,Y
ر-ب-ع,6,6형,تَفَاعَلَ,상호재귀,تَرَابَعَ,,N
ر-ب-ع,7,7형,اِنْفَعَلَ,수동형,اِنْرَبَعَ,,N
ر-ب-ع,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَبَعَ,,N
ر-ب-ع,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْبَعَ,,N
ر-ة-,1,1형,فَعَلَ,기본형,رَةََ,,N
ر-ة-,2,2형,فَعَّلَ,사동/강조,رَةََّ,,N
ر-ة-,3,3형,فَاعَلَ,상호동작,رَاةََ,,Y
ر-ة-,4,4형,أَفْعَلَ,사역형,أَرْةََ,,Y
ر-ة-,5,5형,تَفَعَّلَ,재귀(2형),تَرَةََّ,,Y
ر-ة-,6,6형,تَفَاعَلَ,상호재귀,تَرَاةََ,,Y
ر-ة-,7,7형,اِنْفَعَلَ,수동형,اِنْرَةََ,,N
ر-ة-,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَةََ,,Y
ر-ة-,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْةََ,,Y
ر-ت-ف,1,1형,فَعَلَ,기본형,رَتَفَ,,N
ر-ت-ف,2,2형,فَعَّلَ,사동/강조,رَتَّفَ,,N
ر-ت-ف,3,3형,فَاعَلَ,상호동작,رَاتَفَ,,N
ر-ت-ف,4,4형,أَفْعَلَ,사역형,أَرْتَفَ,,N
ر-ت-ف,5,5형,تَفَعَّلَ,재귀(2형),تَرَتَّفَ,,N
ر-ت-ف,6,6형,تَفَاعَلَ,상호재귀,تَرَاتَفَ,,N
ر-ت-ف,7,7형,اِنْفَعَلَ,수동형,اِنْرَتَفَ,,N
ر-ت-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَتَفَ,,N
ر-ت-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْتَفَ,,N
ر-ج-ع,1,1형,فَعَلَ,기본형,رَجَعَ,,Y
ر-ج-ع,2,2형,فَعَّلَ,사동/강조,رَجَّعَ,,Y
ر-ج-ع,3,3형,فَاعَلَ,상호동작,رَاجَعَ,,Y
ر-ج-ع,4,4형,أَفْعَلَ,사역형,أَرْجَعَ,,Y
ر-ج-ع,5,5형,تَفَعَّلَ,재귀(2형),تَرَجَّعَ,,Y
ر-ج-ع,6,6형,تَفَاعَلَ,상호재귀,تَرَاجَعَ,,Y
ر-ج-ع,7,7형,اِنْفَعَلَ,수동형,اِنْرَجَعَ,,N
ر-ج-ع,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَجَعَ,,Y
ر-ج-ع,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْجَعَ,,Y
ر-ج-ل,1,1형,فَعَلَ,기본형,رَجَلَ,,Y
ر-ج-ل,2,2형,فَعَّلَ,사동/강조,رَجَّلَ,,Y
ر-ج-ل,3,3형,فَاعَلَ,상호동작,رَاجَلَ,,Y
ر-ج-ل,4,4형,أَفْعَلَ,사역형,أَرْجَلَ,,Y
ر-ج-ل,5,5형,تَفَعَّلَ,재귀(2형),تَرَجَّلَ,,Y
ر-ج-ل,6,6형,تَفَاعَلَ,상호재귀,تَرَاجَلَ,,N
ر-ج-ل,7,7형,اِنْفَعَلَ,수동형,اِنْرَجَلَ,,N
ر-ج-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَجَلَ,,Y
ر-ج-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْجَلَ,,Y
ر-ج-م,1,1형,فَعَلَ,기본형,رَجَمَ,,Y
ر-ج-م,2,2형,فَعَّلَ,사동/강조,رَجَّمَ,,Y
ر-ج-م,3,3형,فَاعَلَ,상호동작,رَاجَمَ,,Y
ر-ج-م,4,4형,أَفْعَلَ,사역형,أَرْجَمَ,,Y
ر-ج-م,5,5형,تَفَعَّلَ,재귀(2형),تَرَجَّمَ,,Y
ر-ج-م,6,6형,تَفَاعَلَ,상호재귀,تَرَاجَمَ,,Y
ر-ج-م,7,7형,اِنْفَعَلَ,수동형,اِنْرَجَمَ,,N
ر-ج-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَجَمَ,,N
ر-ج-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْجَمَ,,N
ر-ح-ل,1,1형,فَعَلَ,기본형,رَحَلَ,,Y
ر-ح-ل,2,2형,فَعَّلَ,사동/강조,رَحَّلَ,,Y
ر-ح-ل,3,3형,فَاعَلَ,상호동작,رَاحَلَ,,Y
ر-ح-ل,4,4형,أَفْعَلَ,사역형,أَرْحَلَ,,Y
ر-ح-ل,5,5형,تَفَعَّلَ,재귀(2형),تَرَحَّلَ,,Y
ر-ح-ل,6,6형,تَفَاعَلَ,상호재귀,تَرَاحَلَ,,N
ر-ح-ل,7,7형,اِنْفَعَلَ,수동형,اِنْرَحَلَ,,N
ر-ح-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَحَلَ,,Y
ر-ح-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْحَلَ,,N
ر-خ-ص,1,1형,فَعَلَ,기본형,رَخَصَ,,Y
ر-خ-ص,2,2형,فَعَّلَ,사동/강조,رَخَّصَ,,Y
ر-خ-ص,3,3형,فَاعَلَ,상호동작,رَاخَصَ,,N
ر-خ-ص,4,4형,أَفْعَلَ,사역형,أَرْخَصَ,,Y
ر-خ-ص,5,5형,تَفَعَّلَ,재귀(2형),تَرَخَّصَ,,Y
ر-خ-ص,6,6형,تَفَاعَلَ,상호재귀,تَرَاخَصَ,,N
ر-خ-ص,7,7형,اِنْفَعَلَ,수동형,اِنْرَخَصَ,,N
ر-خ-ص,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَخَصَ,,N
ر-خ-ص,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْخَصَ,,Y
ر-د-ن,1,1형,فَعَلَ,기본형,رَدَنَ,,Y
ر-د-ن,2,2형,فَعَّلَ,사동/강조,رَدَّنَ,,Y
ر-د-ن,3,3형,فَاعَلَ,상호동작,رَادَنَ,,N
ر-د-ن,4,4형,أَفْعَلَ,사역형,أَرْدَنَ,,Y
ر-د-ن,5,5형,تَفَعَّلَ,재귀(2형),تَرَدَّنَ,,Y
ر-د-ن,6,6형,تَفَاعَلَ,상호재귀,تَرَادَنَ,,N
ر-د-ن,7,7형,اِنْفَعَلَ,수동형,اِنْرَدَنَ,,N
ر-د-ن,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَدَنَ,,Y
ر-د-ن,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْدَنَ,,Y
ر-س-ل,1,1형,فَعَلَ,기본형,رَسَلَ,,Y
ر-س-ل,2,2형,فَعَّلَ,사동/강조,رَسَّلَ,,Y
ر-س-ل,3,3형,فَاعَلَ,상호동작,رَاسَلَ,,Y
ر-س-ل,4,4형,أَفْعَلَ,사역형,أَرْسَلَ,,Y
ر-س-ل,5,5형,تَفَعَّلَ,재귀(2형),تَرَسَّلَ,,Y
ر-س-ل,6,6형,تَفَاعَلَ,상호재귀,تَرَاسَلَ,,Y
ر-س-ل,7,7형,اِنْفَعَلَ,수동형,اِنْرَسَلَ,,N
ر-س-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَسَلَ,,N
ر-س-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْسَلَ,,Y
ر-س-م,1,1형,فَعَلَ,기본형,رَسَمَ,,Y
ر-س-م,2,2형,فَعَّلَ,사동/강조,رَسَّمَ,,Y
ر-س-م,3,3형,فَاعَلَ,상호동작,رَاسَمَ,,N
ر-س-م,4,4형,أَفْعَلَ,사역형,أَرْسَمَ,,Y
ر-س-م,5,5형,تَفَعَّلَ,재귀(2형),تَرَسَّمَ,,Y
ر-س-م,6,6형,تَفَاعَلَ,상호재귀,تَرَاسَمَ,,N
ر-س-م,7,7형,اِنْفَعَلَ,수동형,اِنْرَسَمَ,,N
ر-س-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَسَمَ,,Y
ر-س-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْسَمَ,,N
ر-ط-ن,1,1형,فَعَلَ,기본형,رَطَنَ,,Y
ر-ط-ن,2,2형,فَعَّلَ,사동/강조,رَطَّنَ,,Y
ر-ط-ن,3,3형,فَاعَلَ,상호동작,رَاطَنَ,,N
ر-ط-ن,4,4형,أَفْعَلَ,사역형,أَرْطَنَ,,Y
ر-ط-ن,5,5형,تَفَعَّلَ,재귀(2형),تَرَطَّنَ,,Y
ر-ط-ن,6,6형,تَفَاعَلَ,상호재귀,تَرَاطَنَ,,N
ر-ط-ن,7,7형,اِنْفَعَلَ,수동형,اِنْرَطَنَ,,N
ر-ط-ن,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَطَنَ,,N
ر-ط-ن,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْطَنَ,,Y
ر-غ-م,1,1형,فَعَلَ,기본형,رَغَمَ,,Y
ر-غ-م,2,2형,فَعَّلَ,사동/강조,رَغَّمَ,,Y
ر-غ-م,3,3형,فَاعَلَ,상호동작,رَاغَمَ,,Y
ر-غ-م,4,4형,أَفْعَلَ,사역형,أَرْغَمَ,,Y
ر-غ-م,5,5형,تَفَعَّلَ,재귀(2형),تَرَغَّمَ,,Y
ر-غ-م,6,6형,تَفَاعَلَ,상호재귀,تَرَاغَمَ,,N
ر-غ-م,7,7형,اِنْفَعَلَ,수동형,اِنْرَغَمَ,,N
ر-غ-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِرْتَغَمَ,,N
ر-غ-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَرْغَمَ,,N
ر-ف-ض,1,1형,فَعَلَ,기본형,رَفَضَ,,Y
ر-ف-ض,2,2형,فَعَّلَ,사동/강조,رَفَّضَ,,Y
ر-ف-ض,3,3형,فَاعَلَ,상호동작,رَافَضَ,,Y
ر-ف-ض,4,4형,أَفْعَلَ,사역형,أَرْفَضَ,,Y
ر-ف-ض,5,5형,تَفَعَّلَ,재귀(2형),تَرَفَّضَ,,Y
