root,verb_form,verb_form_label,pattern,nuance_korean,arabic_word,meaning_korean,verified,meaning_primary,meaning_secondary,nuance_kr,example_sentence,sentence_meaning,level
ث-ن-,1,1형,فَعَلَ,기본형,ثَنََ,,N,구부리다,"돌리다, 접다","기본적으로 물리적인 구부림, 방향 전환, 또는 접는 행위를 나타냅니다. 과거, 현재, 명령형 등으로 활용될 수 있습니다. Form 1 동사이기 때문에, 자동사 또는 타동사로 사용될 수 있습니다.",ثَنَى الغُصْنَ.,그는 가지를 구부렸다.,1
ث-ن-,2,2형,فَعَّلَ,사동/강조,ثَنََّ,,N,굽히다,"구부리다, 접다, 비틀다","강조형 동사로, 단순히 '굽히다'가 아니라 강하게 굽히거나 여러 번 굽히는 행위를 나타냅니다.",ثَنَّى الصَّفْحَةَ مِنْ الْكِتَابِ.,그는 책의 페이지를 굽혔다.,1
ث-ن-,3,3형,فَاعَلَ,상호동작,ثَانََ,,Y,되돌리다,"굽히다, 접다, 반복하다","3형 동사로, 주로 어떤 것을 구부리거나, 되돌리거나, 반복하는 행위를 나타냅니다. 자동사로 쓰일 수도 있습니다.",ثَانَى الثَّوْبَ.,그는 옷을 접었다.,1
ث-ن-,4,4형,أَفْعَلَ,사역형,أَثْنََ,,Y,칭찬하다,"감사하다, 높이 평가하다","4형 동사로, 기본적으로 'ثنى' (돌아가다, 구부리다)에서 파생되어 '돌아가도록 만들다'라는 의미에서 '칭찬하다, 감사하다' 등의 의미로 확장되었습니다. 4형은 사동/전환의 의미를 가집니다.",أَثْنَى المديرُ على الموظفين.,부장이 직원들을 칭찬했다.,1
ث-ن-,5,5형,تَفَعَّلَ,재귀(2형),تَثَنََّ,,Y,구부러지다,"굽실거리다, 아첨하다, 비틀다","5형 동사로, 자기 자신에게 가해지는 행위를 나타내는 경우가 많습니다. 여기서는 주로 스스로 몸을 구부리거나 비트는 동작을 나타냅니다. 또한, 비유적으로 누군가에게 아첨하거나 굽실거리는 행위를 묘사할 수도 있습니다.",تَثَنَّى الغُصْنُ مِن ثِقَلِ الثَّلْجِ.,나뭇가지가 눈의 무게 때문에 구부러졌다.,1
ث-ن-,6,6형,تَفَاعَلَ,상호재귀,تَثَانََ,,Y,서로 구부리다,"서로 접다, 서로 굽실거리다",Form VI 동사는 상호 작용 또는 공동 행동을 나타냅니다. 따라서 'تَثَانَى'는 두 개 이상의 주체가 서로 구부리거나 굽실거리는 행위를 묘사합니다. 겸손함이나 아첨의 의미를 내포할 수 있습니다.,تَثَانَى الْغُصْنَانِ تَحْتَ ثِقَلِ الثَّلْجِ.,두 나뭇가지가 눈의 무게에 서로 휘어졌다.,1
ث-ن-,7,7형,اِنْفَعَلَ,수동형,اِنْثَنََ,,Y,구부러지다,"되돌아가다, 굴복하다","Form VII 동사. 주로 자동사로 사용되며, 힘이나 압력에 의해 무언가가 구부러지거나 휘어지는 것을 나타낸다. 또한 어떤 상황에서 되돌아가거나 굴복하는 은유적인 의미로도 사용될 수 있다. 접두사 'اِنْ-'은 주로 자동적인 동작이나 결과를 나타낸다.",اِنْثَنَى الْغُصْنُ تَحْتَ ثِقَلِ الثَّلْجِ.,나뭇가지가 눈의 무게 때문에 구부러졌다.,1
ث-ن-,8,8형,اِفْتَعَلَ,재귀/중간태,اِثْتَنََ,,N,굽히다,"돌리다, 구부리다, 우회하다","Form VIII 동사로, 자기 자신에게 영향을 주는 동작을 나타냅니다. 기본적으로 무엇인가를 휘거나 굽히는 행위를 나타내며, 은유적으로는 방향을 바꾸거나 의견을 바꾸는 데에도 사용될 수 있습니다. 또한, 어떤 것으로부터 우회하는 것을 의미할 수도 있습니다.",اِثْنَى الْوَلَدُ الْغُصْنَ لِيَصْنَعَ قَوْسًا.,소년은 활을 만들기 위해 나뭇가지를 굽혔다.,1
ث-ن-,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَثْنََ,,Y,예외로 하다,"제외하다, 유보하다","Form X 동사로, 기본 어근의 의미를 확장하여 '예외를 두다', '제외하다' 등의 의미를 나타냅니다. 일반적으로 특정 규칙이나 상황에서 무언가를 빼거나 제외하는 행위를 묘사할 때 사용됩니다.",اِسْتَثْنَيْتُهُ مِنَ القَاعِدَةِ.,나는 그를 규칙에서 예외로 했다.,1
ث-ن-ء,1,1형,فَعَلَ,기본형,ثَنَءَ,,N,굽히다,"돌리다, 굴절시키다",주로 물리적인 힘을 가하여 무엇인가를 굽히거나 돌리는 행위를 나타냅니다. 비유적으로는 의견을 굽히거나 생각을 바꾸는 데에도 사용될 수 있습니다.,ثَنَأَ الْوَلَدُ الْغُصْنَ. ,소년이 나뭇가지를 굽혔다.,1
ث-ن-ء,2,2형,فَعَّلَ,사동/강조,ثَنَّءَ,,N,찬양하다,"칭찬하다, 감사하다","Form II 동사는 기본 의미를 강조하거나 대상이 있음을 나타냅니다. 여기서는 'ثني' (돌아오다, 접다) 의 의미에서 파생되어, 신이나 사람에게 돌아가게 하는, 즉 찬양하는 행위를 강조합니다.",ثَنَّأَ الْمُؤْمِنُ رَبَّهُ,신자는 그의 주님을 찬양했다.,1
ث-ن-ء,3,3형,فَاعَلَ,상호동작,ثَانَءَ,,N,지체시키다,"뒤쳐지다, 늦추다","주로 시간이나 행동의 지연, 혹은 뒤쳐짐을 나타내는 동사. 수동형으로도 자주 사용됨.",ثَانَأَهُ عَنِ الْعَمَلِ.,그는 그를 일로부터 지체시켰다.,1
ث-ن-ء,4,4형,أَفْعَلَ,사역형,أَثْنَءَ,,N,칭찬하다,"감사하다, 높이 평가하다","4형 동사이며, 대개 목적어를 취하여 '~을 칭찬하다/찬사를 보내다'라는 의미를 나타냅니다. 대상에 대한 긍정적인 평가를 표현할 때 사용됩니다. 'ثنى' (굽히다, 접다)의 의미와 연관되어, 비유적으로 마음을 굽혀 상대를 높이는 행위를 나타낸다고 볼 수 있습니다.",أَثْنَى المديرُ على الموظفِ المُجتهدِ.,부장은 근면한 직원을 칭찬했다.,1
ث-ن-ء,5,5형,تَفَعَّلَ,재귀(2형),تَثَنَّءَ,,N,구부러지다,"비틀어지다, 꼬이다","제5형 동사로, 주로 수동태나 반영태의 의미를 가지며, 자체적으로 움직이거나 변화하는 뉘앙스를 나타냅니다. 'ثَنَى' (구부리다)의 반영형으로 볼 수 있습니다.",تَثَنَّى الغُصْنُ بِفِعْلِ الرِّيحِ.,나뭇가지가 바람 때문에 구부러졌다.,1
ث-ن-ء,6,6형,تَفَاعَلَ,상호재귀,تَثَانَءَ,,N,서로 굽실거리다,없음,"6형 동사로, 주로 상호 관계를 나타내며, 여기서는 서로에게 아첨하거나 굽실거리는 행위를 의미합니다.",تَثَانَءَ الرَّجُلانِ أَمَامَ الْمَلِكِ.,두 남자는 왕 앞에서 서로 굽실거렸다.,1
ث-ن-ء,7,7형,اِنْفَعَلَ,수동형,اِنْثَنَءَ,,N,구부러지다,"꺾이다, 접히다","7형은 주로 자동태로 사용되며, 동작의 결과나 상태 변화에 초점을 맞춘다. 'ث-ن-ء' 어근은 '구부러짐', '꺾임'과 관련된 의미를 가지며, 7형에서는 이러한 의미가 스스로 그렇게 되는 과정을 나타낸다.",اِنْثَنَءَ الغُصْنُ مِن ثِقَلِ الثَّلْجِ.,나뭇가지가 눈의 무게 때문에 구부러졌다.,1
ث-ن-ء,8,8형,اِفْتَعَلَ,재귀/중간태,اِثْتَنَءَ,,N,구부리다,"굽실거리다, 복종하다, (비유적으로) 아첨하다","Form VIII 동사로, 타동사로 사용되며, 재귀적인 의미를 내포하여 '스스로를 구부리다'에서 파생되어 복종, 아첨의 의미로 확장됩니다. 강한 굴복의 의미를 나타냅니다.",اِثْنَاْءُ الظَّهْرِ لِلْقَادَةِ لَيْسَ دَائِمًا حِكْمَةً.,지도자에게 허리를 굽히는 것이 항상 현명한 것은 아니다.,1
ث-ن-ء,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَثْنَءَ,,N,예외로 하다,없음,"Form X (استفعل) 동사로, 타동사이며, 무언가를 다른 것에서 예외로 두거나 제외하는 행위를 나타낸다. 명사형은 اِسْتِثْنَاءٌ (istithna'un)이다.",اِسْتَثْنَىٰ ٱلْمُدِيرُ مُوَظَّفًا مِنَ ٱلْقَاعِدَةِ (istathna al-mudeeru muwazzafan mina al-qaa'idati),이사는 직원을 규칙에서 예외로 두었다.,1
ث-ن-ة,1,1형,فَعَلَ,기본형,ثَنَةَ,,Y,구부리다,"되돌리다, 굴절시키다",주로 물리적인 것을 구부리거나 방향을 바꾸는 데 사용됨. 비유적으로는 의견이나 결정을 바꾸는 것을 의미할 수도 있음.,ثَنَى الغُصْنَ.,그는 나뭇가지를 구부렸다.,1
ث-ن-ة,2,2형,فَعَّلَ,사동/강조,ثَنَّةَ,,Y,구부리다,"꺾다, 접다","강조형(Form II) 동사로, 굽히거나 꺾는 행위를 강조하거나 반복적으로 수행함을 나타낼 수 있습니다. 자동사로 쓰이지 않고 타동사로 사용됩니다.",ثَنَّيْتُ الْغُصْنَ. (ṯannaytu l-ġuṣna.),나는 나뭇가지를 구부렸다.,1
ث-ن-ة,3,3형,فَاعَلَ,상호동작,ثَانَةَ,,N,두 번 하다,없음,"기본적으로 '두 배로 하다' 또는 '반복하다'는 의미를 가지며, 특히 행동이나 과정을 두 번 수행함을 나타냅니다. Form III 동사는 종종 상호 작용이나 강조의 의미를 내포합니다.",ثَانَيْتُ الْكَلَامَ لِلتَّأْكِيدِ,확인을 위해 말을 두 번 반복했다.,1
ث-ن-ة,4,4형,أَفْعَلَ,사역형,أَثْنَةَ,,Y,두 개로 만들다,없음,"Form IV 동사는 기본적으로 사동의 의미를 가지며, 여기서는 '둘'을 의미하는 어근에서 파생되어 '두 개로 만들다', '이중으로 하다' 등의 의미를 나타낸다.",أَثْنَى الْكِتَابَ.,그는 책을 두 권으로 만들었다/접었다.,1
ث-ن-ة,5,5형,تَفَعَّلَ,재귀(2형),تَثَنَّةَ,,Y,구부러지다,"비틀리다, 휘어지다","5형 동사로, 주로 어떤 것이 스스로 구부러지거나 휘어지는 동작을 나타낸다. 자동사로 사용된다.",تَثَنَّتِ الشَّجَرَةُ مِنَ الرِّيحِ.,나무가 바람에 휘어졌다.,1
ث-ن-ة,6,6형,تَفَاعَلَ,상호재귀,تَثَانَةَ,,Y,느리게 하다,"늦추다, 머뭇거리다","6형 동사로, 주로 어떤 행동을 일부러 느리게 하거나, 신중하게 진행하는 뉘앙스를 가짐. 반사적 의미를 내포할 수 있음.",تَثَانَى الشَّيْخُ فِي كَلامِهِ.,그 족장은 그의 말에서 신중하게 행동했다.(말을 천천히 신중하게 했다.),1
ث-ن-ة,7,7형,اِنْفَعَلَ,수동형,اِنْثَنَةَ,,Y,구부러지다,"휘어지다, 접히다","7형 동사로, 주로 자동태로 사용되며 행위의 결과나 상태 변화를 나타낸다. 주로 물질적인 것이 구부러지거나 접히는 상황을 묘사한다.",اِنْثَنَتِ الْغُصْنُ بِسَبَبِ الرِّيْحِ الشَّدِيْدَةِ.,강한 바람 때문에 나뭇가지가 구부러졌다.,1
ث-ن-ة,8,8형,اِفْتَعَلَ,재귀/중간태,اِثْتَنَةَ,,N,굽히다,"돌리다, 접다","Form VIII은 주로 자동사적인 의미를 가지며, '자신을 ~하게 하다' 혹은 '되다'의 의미를 내포합니다. 여기서는 몸을 굽히거나 돌리는 행위를 나타냅니다. 어근 'ث-ن-ي'는 '둘, 짝'의 의미와 관련되어 있으며, 이에서 파생된 동사는 '구부러짐', '접힘' 등의 의미를 가질 수 있습니다.",اِثْتَنَى الرَّجُلُ لِيَلْتَقِطَ الْحَجَرَ.,그 남자는 돌을 줍기 위해 몸을 굽혔다.,1
ث-ن-ة,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَثْنَةَ,,Y,예외로 하다,없음,"10형 동사로, '예외'라는 뜻의 명사 'اِسْتِثْنَاء (istithna)'와 관련이 있으며, 어떤 것을 일반적인 규칙이나 범주에서 제외하는 행위를 나타낸다. 기본적으로 '예외로 만들다', '예외를 두다' 와 같은 의미를 지닌다.",اِسْتَثْنَتِ الْحُكُومَةُ بَعْضَ الْمُنْتَجَاتِ مِنَ الضَّرَائِبِ,정부는 특정 상품들을 세금으로부터 예외로 두었다.,1
ج-ب-,1,1형,فَعَلَ,기본형,جَبََ,,Y,끌다,"강제로 데려가다, 매혹하다","기본적으로 끌어당기는 힘, 매력, 또는 강제적인 힘을 의미할 수 있습니다. 상황에 따라 해석이 달라집니다.",جَبَهُ الْجَيْشُ الْمُتَمَرِّدِينَ.,군대가 반군을 끌어내렸다 (제압했다).,1
ج-ب-,2,2형,فَعَّلَ,사동/강조,جَبََّ,,Y,강요하다,"억지로 ~하게 하다, 강제 징수하다","타동사이며, 강압적인 힘이나 권위를 사용하여 상대방에게 어떤 행동을 하도록 만들 때 사용됩니다. 주로 좋지 않은 상황이나 맥락에서 사용됩니다.",جَبَّرَ الظَّالِمُ الشَّعْبَ عَلَى دَفْعِ الضَّرَائِبِ.,폭군은 백성들에게 세금을 강제로 내도록 강요했다.,1
ج-ب-,3,3형,فَاعَلَ,상호동작,جَابََ,,Y,대면하다,없음,"3형 동사는 기본적으로 두 명 이상이 서로에게 영향을 주는 행위를 나타냅니다. 여기서는 '서로 대면하다', '상대방을 마주보다', '상대방과 맞서다' 등의 의미를 가집니다.",جَاوَبَهُ بِصَرَاحَةٍ.,그는 솔직하게 그에게 대답했다.,1
ج-ب-,4,4형,أَفْعَلَ,사역형,أَجْبََ,,Y,가져오다,"불러오다, 데려오다","4형 동사는 주로 사동의 의미를 가지며, 여기서는 기본적인 'جَاءَ (오다)'의 사동형으로 '오게 하다', 즉 '가져오다' 또는 '불러오다'의 의미를 가진다. 직접 가져오는 것 뿐 아니라 간접적으로 가져오게 만드는 상황도 포함될 수 있다.",أَجْلِبْ لِي كِتَابِي مِنْ فَضْلِكَ.,"제 책을 가져다주세요, 부탁드립니다.",1
ج-ب-,5,5형,تَفَعَّلَ,재귀(2형),تَجَبََّ,,Y,굴복하다,없음,"5형 동사로, 주로 자발적인 굴복이나 강압에 의한 굴복을 나타낸다. 종종 수동적인 뉘앙스를 포함할 수 있다. '강요되다', '억압되다' 와 유사하게 쓰일 수 있음.",تَجَبَّرَ الطَّاغِيَةُ عَلَى الشَّعْبِ.,폭군은 백성을 억압했다.,1
ج-ب-,6,6형,تَفَاعَلَ,상호재귀,تَجَابََ,,Y,서로 응답하다,"서로 답례하다, 호응하다 (없으면 '없음')","Form VI은 상호 작용, 즉 두 명 이상의 주체가 서로에게 영향을 미치는 행위를 나타냅니다. 'تَجَابَ'는 두 그룹 또는 개인이 서로에게 응답하는 행위를 강조합니다. 자동사로 사용되며, 주고받는 반응에 초점을 맞춥니다.",تَجَابَ المُتَسَابِقُونَ بِحَمَاسٍ لِتَشْجِيعِ الجُمْهُورِ,참가자들은 관중의 응원에 열정적으로 서로 응답했다.,1
ج-ب-,7,7형,اِنْفَعَلَ,수동형,اِنْجَبََ,,Y,생기다,없음,"7형 동사로, 수동/자동의 의미를 내포하며, '생겨나다', '결과로 나타나다' 등의 의미로 해석될 수 있습니다. 주로 추상적인 개념이나 상황이 발생하는 것을 나타낼 때 사용됩니다.",اِنْجَبَ عَنْ هَذَا الْجُهْدِ نَتَائِجُ جَيِّدَةٌ,이 노력으로 좋은 결과가 생겼다.,1
ج-ب-,8,8형,اِفْتَعَلَ,재귀/중간태,اِجْتَبََ,,Y,선택하다,"뽑다, 고르다","8형 동사로, 능동의 의미를 가지며 신중한 선택이나 특별한 목적을 위한 선택을 나타내는 경우가 많습니다. 어근 'ج-ب-'는 끌어당김, 사랑, 선택 등의 의미와 관련됩니다.",اِجْتَبَاهُ اللَّهُ لِيَكُونَ نَبِيًّا,알라께서 그를 선택하여 선지자가 되게 하셨다.,1
ج-ب-,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَجْبََ,,N,응답하다,"수락하다, 들어주다","Form 10은 요구, 요청, 추구를 나타내는 경향이 있습니다. 따라서 '응답을 구하다', '들어주기를 바라다'와 같이 해석될 수 있으며, 결국 '응답하다', '수락하다' 등의 의미로 귀결됩니다.",اِسْتَجَابَ اللهُ دُعَائِي,알라께서 나의 기도를 들어주셨다.,1
ج-ب-ر,1,1형,فَعَلَ,기본형,جَبَرَ,,Y,강요하다,"고치다, 회복시키다, 힘으로 억누르다",강력한 힘이나 권위로 다른 사람의 의지에 반하여 어떤 행동을 하게 만들 때 사용됩니다. 또한 손상된 것을 고치거나 약한 것을 강화하는 의미도 포함합니다.,جَبَرَهُ عَلَى الْعَمَلِ.‎,그는 그를 강제로 일하게 했다.,1
ج-ب-ر,2,2형,فَعَّلَ,사동/강조,جَبَّرَ,,Y,강요하다,"치료하다, 수리하다, 보상하다","Form 2 동사는 원형(Form 1)의 의미를 강화, 변경하거나 사동의 의미를 더하는 경우가 많습니다. 'جبر' (jabar: 부러진 것을 고치다, 강제로 하다)에서 파생되어 '강요하다'라는 의미가 강하게 나타나지만, 원래의 '고치다'에서 파생된 '치료하다', '수리하다', '보상하다'와 같은 의미도 가집니다.",جَبَّرَهُ عَلَى الْفِعْلِ الشَّنِيعِ.,그는 그에게 끔찍한 행위를 강요했다.,1
ج-ب-ر,3,3형,فَاعَلَ,상호동작,جَابَرَ,,Y,위로하다,"보상하다, 강요하다","3형 동사는 일반적으로 상호작용이나 영향을 나타냅니다. 'جَابَرَ'는 단순히 '고치다' (1형의 기본 의미)를 넘어, 상호적인 위로나 보상의 행위를 포함합니다. 때로는 '억지로 ~하게 만들다'라는 부정적인 의미도 가질 수 있습니다.",جَابَرَ اللَّهُ مُصَابَهُمْ (jābara allāhu musābahum),알라께서 그들의 재난을 위로하시기를.,1
ج-ب-ر,4,4형,أَفْعَلَ,사역형,أَجْبَرَ,,Y,강요하다,"강제하다, 어쩔 수 없이 ~하게 하다","타인에게 어떤 행동을 하도록 압력을 가하거나 강제하는 의미를 나타냅니다. Form 4 동사이기 때문에 사동의 의미를 내포하며, 원인이 되는 행위자가 있음을 강조합니다.",أَجْبَرَهُ عَلَى الِاعْتِذَارِ.,그는 그를 사과하도록 강요했다.,1
ج-ب-ر,5,5형,تَفَعَّلَ,재귀(2형),تَجَبَّرَ,,Y,폭군이 되다,"강압적으로 굴다, 오만해지다","5형 동사로, 자기 스스로에게 영향을 미치는 의미를 가집니다. 즉, '스스로를 강하게 만들다'에서 '폭군이 되다' 혹은 '오만해지다'와 같은 부정적인 의미로 발전했습니다.",تَجَبَّرَ الْحَاكِمُ عَلَى شَعْبِهِ.,통치자는 자신의 백성에게 폭정을 휘둘렀다.,1
ج-ب-ر,6,6형,تَفَاعَلَ,상호재귀,تَجَابَرَ,,Y,서로 강요하다,"서로 억압하다, 서로 강제하다","6형 동사 (تَفَاعَلَ)는 상호 작용이나 공유된 행동을 나타냅니다. 'تَجَابَرَ'는 서로에게 강압적인 행위를 한다는 의미를 내포합니다. 또한, 어근 (ج-ب-ر)은 '강제', '억압', '힘' 등의 의미와 관련되어 있습니다.",تَجَابَرَ الْقَوْمُ عَلَى الْحَقِّ.,사람들이 진실을 강요했다/억압했다.,1
ج-ب-ر,7,7형,اِنْفَعَلَ,수동형,اِنْجَبَرَ,,Y,회복되다,"강요되다, 보상받다","7형 동사는 주로 수동태나 자동태 의미를 가지며, 여기서는 '무언가가 저절로 회복되다/강제되다' 또는 '상처나 손실이 회복되다'라는 의미를 나타냅니다. 강요의 의미일때는 간혹 수동의 뉘앙스를 가집니다.",اِنْجَبَرَ الْكَسْرُ بَعْدَ شَهْرٍ.‎,골절은 한 달 후에 회복되었다.,1
ج-ب-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِجْتَبَرَ,,N,억지로 하다,"강요하다, 강제하다","8형 동사로, 힘이나 압력을 사용하여 어떤 행동을 하도록 강요하거나 억지로 시키는 의미를 내포합니다. 보통 부정적인 뉘앙스를 가집니다.",اِجْتَبَرَهُ عَلَى الْعَمَلِ.,그는 그를 억지로 일하게 했다.,1
ج-ب-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَجْبَرَ,,N,오만하다,"강요하다, 지배하려 하다","Form X (اِسْتَفْعَلَ) 형태는 주로 요구, 시도, 간주 등의 의미를 가지며, 'ج-ب-ر' 어근과 결합하여 '스스로를 강하게 여기다', 즉 '오만하다'는 의미를 나타낸다. 주체가 스스로를 다른 사람보다 강하다고 여기고, 그로 인해 오만하게 행동하는 것을 묘사한다.",اِسْتَجْبَرَ الطَّاغِيَةُ عَلَى شَعْبِهِ. ,폭군은 자신의 국민을 오만하게 대했다.,1
ج-ت-م,1,1형,فَعَلَ,기본형,جَتَمَ,,N,숨기다,"감추다, 은폐하다",주로 비밀이나 정보를 숨기는 행위를 나타낸다. 강한 부정적인 의미는 내포하지 않음.,جَتَمَ السِّرَّ عَنِ النَّاسِ.,그는 비밀을 사람들로부터 숨겼다.,1
ج-ت-م,2,2형,فَعَّلَ,사동/강조,جَتَّمَ,,N,억압하다,"탄압하다, 짓누르다","2형 동사로, 기본 의미는 '강력하게 억압하다' 또는 '짓누르다'입니다. 주로 권력이나 힘을 사용하여 누군가를 억압하거나 탄압하는 상황에서 사용됩니다. 어근 'ج-ت-م'은 '모이다, 쌓이다, 무거워지다' 등의 의미를 내포하고 있으며, 2형에서 이러한 의미가 강화되어 '압력을 가하다'라는 뜻으로 확장됩니다.",جَتَّمَ الحَاكِمُ عَلَى الشَّعْبِ.,통치자는 백성을 억압했다.,1
ج-ت-م,3,3형,فَاعَلَ,상호동작,جَاتَمَ,,N,숨겼다,"감추었다, 비밀로 했다","3형 동사로, 주로 무언가를 숨기거나 은닉하는 행위를 나타냅니다. 상호성을 내포할 수도 있습니다 (서로 숨기다).",جَاتَمَ الْحَقِيقَةَ.,그는 진실을 숨겼다.,1
ج-ت-م,4,4형,أَفْعَلَ,사역형,أَجْتَمَ,,N,검게 하다,없음,"4형 동사이며, 기본적으로 타동사로 사용되어 대상을 검게 만들거나 검게 물들이는 것을 의미합니다. 강조나 강렬함을 나타냅니다.",أَجْتَمَ اللَّيْلُ السَّمَاءَ.,밤이 하늘을 검게 물들였다.,1
ج-ت-م,5,5형,تَفَعَّلَ,재귀(2형),تَجَتَّمَ,,N,웅크리다,"모이다, 뭉치다, 쭈그리다 (없음)","타와순형(Form V) 동사로, 주로 자동사로 사용되며, 어떤 형상으로 뭉쳐지거나, 웅크리는 동작을 나타냅니다. 자발적인 행동을 나타내는 경우가 많습니다.",تَجَتَّمَ الْجُنْدِيُّ خَوْفًا مِنَ الْعَدُوِّ.,병사는 적을 두려워하여 웅크렸다.,1
ج-ت-م,6,6형,تَفَاعَلَ,상호재귀,تَجَاتَمَ,,N,밀집하다,없음,"Form 6 동사는 상호 작용 또는 상호성을 나타내며, 이 동사는 여러 사람이 한 곳에 모여 밀집하는 상황을 묘사합니다. 어근 'ج-ت-م'은 모이다, 집합하다 등의 의미를 내포합니다.",تَجَاتَمَ النَّاسُ فِي السَّاحَةِ.,사람들이 광장에 밀집했다.,1
ج-ت-م,7,7형,اِنْفَعَلَ,수동형,اِنْجَتَمَ,,N,압축되다,"모이다, 함께 뭉치다","7형 동사로, 주로 자동태로 사용되며, 무언가가 압축되거나, 모여드는 것을 나타냅니다. 내부적으로 작용하는 변화나 상태의 변화를 강조합니다. 어근 'ج-ت-م'은 '모이다, 밀집하다' 등의 의미를 내포합니다.",اِنْجَتَمَ الْجُمْهُورُ أَمَامَ الْمَسْرَحِ.,관중이 극장 앞에 모였다.,1
ج-ت-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِجْتَتَمَ,,N,군집하다,"모이다, 떼를 짓다","Form VIII 동사로, 상호 작용이나 자발적인 행위를 나타낼 수 있으며, 여기서는 '함께 모이다'라는 의미를 강조합니다. 드물게 사용되는 동사입니다.",اِجْتَتَمَ النَّاسُ فِي السَّاحَةِ.,사람들이 광장에 군집했다.,1
ج-ت-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَجْتَمَ,,N,모으다,없음,"Form 10은 주로 '요청하다', '구하다', 또는 자동사로 '되어지다'의 의미를 가지며, 여기서는 기본 어근 'ج-ت-م'의 의미를 강화하여 '완전히 모으다', '집결시키다' 등의 의미를 나타낸다. 드물게 사용되는 형태.",اِسْتَجْتَمَ القَائِدُ الجُنُودَ لِلهُجُومِ.‎,지휘관은 공격을 위해 군인들을 모았다.,1
ج-ت-ه,1,1형,فَعَلَ,기본형,جَتَهَ,,N,왔다,없음,"기본적인 '오다'라는 의미의 동사이며, 1형 동사입니다. 특이한 문법적 특징은 없습니다.",جَاءَ مُحَمَّدٌ إِلَى الْمَدْرَسَةِ.,무함마드가 학교에 왔다.,1
ج-ت-ه,2,2형,فَعَّلَ,사동/강조,جَتَّهَ,,N,강타하다,없음,"2형 동사로, 동작의 강렬함이나 집중성을 나타냅니다. 물리적인 힘을 사용하여 세게 치거나 부수는 행위를 묘사할 때 사용됩니다.",جَتَّهَ الْجُنْدِيُّ الْبَابَ بِقُوَّةٍ.,군인이 문을 힘껏 강타했다.,1
ج-ت-ه,3,3형,فَاعَلَ,상호동작,جَاتَهَ,,N,대면하다,"대항하다, 직면하다","주로 예상치 못한 상황이나 적대적인 대상을 마주하는 뉘앙스를 포함할 수 있습니다. 3형 동사는 상호성을 나타내지만, 항상 그런 것은 아닙니다. 이 경우, 두 사람 또는 두 대상이 서로를 마주하거나 대항하는 상황을 묘사합니다.",جَـٰتَـهَ ٱلْـخَطَرُ بَـغْـتَـةً,위험이 갑자기 그를 덮쳤다.,1
ج-ت-ه,4,4형,أَفْعَلَ,사역형,أَجْتَهَ,,Y,방향을 향하다,없음,"4형 동사이며, 자동사로 주로 쓰여 '얼굴을 향하다', '방향을 돌리다' 등의 의미를 나타낸다. 명확한 목적지를 향하는 뉘앙스를 가진다.",اِجْتَهَ المُسَافِرُ نَحْوَ المَدِينَةِ.,여행자는 도시를 향해 방향을 틀었다.,1
ج-ت-ه,5,5형,تَفَعَّلَ,재귀(2형),تَجَتَّهَ,,N,노력하다,"애쓰다, 힘쓰다","Form V는 동사의 의미에 강조를 더하거나, 목적을 달성하기 위해 노력을 기울이는 행위를 나타냅니다. 따라서 'تَجَتَّهَ'는 단순히 'جهد' (노력하다)보다 더 강렬하고 지속적인 노력을 의미합니다.",تَجَتَّهَ الطَّالِبُ فِي دِرَاسَتِهِ لِلنَّجَاحِ.,학생은 성공하기 위해 공부에 힘썼다.,1
ج-ت-ه,6,6형,تَفَاعَلَ,상호재귀,تَجَاتَهَ,,N,서로 마주보다,"서로 대면하다, 서로 직면하다","Form 6 동사로, 상호성을 나타낸다. 즉, 두 명 이상이 서로에게 영향을 미치는 행위를 의미한다. 'ج-ت-ه' 어근은 얼굴과 관련되어 있어, '서로 얼굴을 마주보다'라는 의미가 된다.",تَجَاتَهَ المُتَخَاصِمَانِ أَمَامَ القَاضِي.,분쟁 당사자들이 판사 앞에서 서로 마주보았다.,1
ج-ت-ه,7,7형,اِنْفَعَلَ,수동형,اِنْجَتَهَ,,Y,끝내다,없음,"Form VII (اِنْفَعَلَ) 동사. 기본적으로 자동사이며, 자발적 행위나 결과에 대한 영향을 나타낸다. '끝내다'는 기본적인 의미를 가지며, 어떤 일을 마치거나 완료하는 것을 의미한다. 문맥에 따라서는 '완료되다', '마쳐지다' 등으로 해석될 수 있다.",اِنْجَتَهَتِ الْمُهِمَّةُ بِنَجَاحٍ.,그 임무는 성공적으로 끝났다.,1
